WireTransferID,OriginatingCountry,BeneficiaryCountry,Currency,TransferAmount,SenderAccountType,KYC_VerificationLevel,PEP_Status,SanctionsScreeningResult,TransactionsInLast24h,StructuringRiskIndex,AML_SuspiciousActivityFlag
SWIFT_00000764,PA,SG,EUR,183250.25,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,8,0.79,1
SWIFT_00000765,AE,VG,USD,141796.25,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,2,0.39,1
SWIFT_00000766,SG,US,USD,87479.39,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,2,0.26,0
SWIFT_00000767,AE,RU,INR,216811.95,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,8,0.57,0
SWIFT_00000768,AE,RU,INR,169775.50,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.70,1
SWIFT_00000769,SG,US,GBP,187821.91,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,13,0.19,1
SWIFT_00000770,PA,AE,EUR,184719.34,CORPORATE_CURRENT,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,12,0.47,1
SWIFT_00000771,AE,CY,INR,160841.94,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,6,0.99,0
SWIFT_00000772,US,AE,GBP,36834.68,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.17,0
SWIFT_00000773,AE,CY,GBP,17590.97,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.32,0
SWIFT_00000774,GB,RU,EUR,97004.39,ESCROW,TIER_1_STANDARD,YES,CLEAR,1,0.72,1
SWIFT_00000775,IN,GB,GBP,106109.61,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,9,0.66,1
SWIFT_00000776,KY,RU,SGD,219414.10,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,12,0.97,1
SWIFT_00000777,SG,US,GBP,192556.39,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,6,0.87,1
SWIFT_00000778,US,HK,EUR,92012.24,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,15,0.56,0
SWIFT_00000779,CH,HK,INR,231829.43,ESCROW,TIER_2_ENHANCED,NO,CLEAR,9,0.25,1
SWIFT_00000780,IN,CY,SGD,111475.36,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,4,0.49,0
SWIFT_00000781,AE,HK,SGD,224248.56,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,5,0.84,1
SWIFT_00000782,US,IN,AED,87272.46,ESCROW,TIER_2_ENHANCED,NO,CLEAR,11,0.96,0
SWIFT_00000783,PA,US,INR,238612.77,ESCROW,TIER_2_ENHANCED,NO,CLEAR,8,0.84,1
SWIFT_00000784,DE,SG,USD,127232.17,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,13,0.47,0
SWIFT_00000785,CH,CY,USD,8683.47,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,4,0.32,0
SWIFT_00000786,IN,SG,USD,242132.78,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,10,0.58,1
SWIFT_00000787,CH,HK,AED,144433.79,ESCROW,TIER_2_ENHANCED,NO,CLEAR,11,0.38,0
SWIFT_00000788,IN,AE,EUR,228178.01,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,2,0.31,1
SWIFT_00000789,SG,VG,USD,48611.56,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.73,0
SWIFT_00000790,PA,HK,AED,105509.81,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,13,0.94,1
SWIFT_00000791,AE,SG,GBP,225680.05,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,1,0.12,1
SWIFT_00000792,US,CY,SGD,15880.60,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,14,0.76,0
SWIFT_00000793,CH,VG,EUR,225992.37,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.43,1
SWIFT_00000794,US,VG,AED,130403.15,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.91,1
SWIFT_00000795,PA,AE,EUR,119443.09,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,11,0.50,1
SWIFT_00000796,DE,CY,GBP,78973.20,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,6,0.86,0
SWIFT_00000797,CH,RU,GBP,53405.86,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,13,0.68,0
SWIFT_00000798,DE,GB,INR,227751.02,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,13,0.31,1
SWIFT_00000799,US,CY,INR,187004.60,OFFSHORE_TRUST,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,9,0.96,1
SWIFT_00000800,GB,HK,SGD,210664.00,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,13,0.38,1
SWIFT_00000801,PA,RU,GBP,220012.24,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,5,0.89,1
SWIFT_00000802,SG,CY,GBP,118301.22,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.89,0
SWIFT_00000803,KY,US,SGD,162129.71,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,12,0.21,1
SWIFT_00000804,PA,HK,EUR,137500.93,OFFSHORE_TRUST,TIER_2_ENHANCED,YES,CLEAR,13,0.74,1
SWIFT_00000805,CH,AE,INR,168998.38,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,13,0.40,0
SWIFT_00000806,IN,CY,USD,168419.14,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,8,0.19,0
SWIFT_00000807,PA,AE,GBP,192984.21,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,13,0.68,1
SWIFT_00000808,SG,HK,GBP,31962.21,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,10,0.11,0
SWIFT_00000809,PA,SG,USD,197606.06,ESCROW,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,9,0.37,1
SWIFT_00000810,SG,HK,EUR,35068.39,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,6,0.69,0
SWIFT_00000811,AE,SG,GBP,182626.81,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,9,0.32,0
SWIFT_00000812,IN,US,USD,118007.14,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,12,0.40,0
SWIFT_00000813,PA,CY,GBP,117323.36,ESCROW,TIER_1_STANDARD,NO,CLEAR,4,0.53,1
SWIFT_00000814,PA,VG,SGD,183227.17,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,1,0.85,1
SWIFT_00000815,SG,AE,AED,66920.72,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,14,0.07,1
SWIFT_00000816,US,CY,AED,198063.14,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,11,0.94,1
SWIFT_00000817,IN,RU,SGD,40349.20,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,11,0.41,1
SWIFT_00000818,US,RU,INR,10868.72,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,12,0.43,1
SWIFT_00000819,AE,VG,INR,148686.80,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,4,0.38,0
SWIFT_00000820,IN,IN,AED,192015.98,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,5,0.52,1
SWIFT_00000821,DE,IN,AED,13483.00,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.88,0
SWIFT_00000822,PA,US,GBP,58020.53,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.85,1
SWIFT_00000823,PA,RU,GBP,81038.03,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,4,0.76,1
SWIFT_00000824,US,IN,SGD,126856.01,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,8,0.94,0
SWIFT_00000825,US,CY,EUR,120896.86,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,5,0.33,0
SWIFT_00000826,PA,CY,USD,1240.26,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,5,0.14,1
SWIFT_00000827,DE,VG,AED,120859.09,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,14,0.35,1
SWIFT_00000828,AE,VG,SGD,639.28,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,1,0.09,0
SWIFT_00000829,DE,AE,GBP,111024.39,ESCROW,TIER_2_ENHANCED,NO,CLEAR,4,0.65,1
SWIFT_00000830,SG,CY,AED,171441.97,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,11,0.83,1
SWIFT_00000831,SG,CY,INR,205496.25,ESCROW,TIER_2_ENHANCED,NO,CLEAR,6,0.26,1
SWIFT_00000832,SG,AE,USD,108948.35,ESCROW,TIER_1_STANDARD,NO,CLEAR,1,0.92,1
SWIFT_00000833,AE,GB,INR,17508.53,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,13,0.38,0
SWIFT_00000834,DE,US,USD,96285.29,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,8,0.96,1
SWIFT_00000835,DE,CY,EUR,225437.51,ESCROW,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,10,0.25,1
SWIFT_00000836,SG,GB,GBP,42384.17,ESCROW,TIER_2_ENHANCED,NO,CLEAR,13,0.73,0
SWIFT_00000837,CH,GB,AED,37920.99,ESCROW,TIER_2_ENHANCED,NO,CLEAR,9,0.60,0
SWIFT_00000838,GB,GB,USD,196457.99,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,8,0.28,0
SWIFT_00000839,IN,AE,SGD,106831.64,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,5,0.96,1
SWIFT_00000840,SG,CY,EUR,195660.83,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,5,0.03,1
SWIFT_00000841,SG,IN,USD,143309.35,ESCROW,TIER_2_ENHANCED,NO,CLEAR,5,0.56,0
SWIFT_00000842,AE,HK,USD,52257.85,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.17,0
SWIFT_00000843,GB,HK,GBP,13449.43,ESCROW,TIER_1_STANDARD,NO,CLEAR,9,0.29,0
SWIFT_00000844,KY,GB,USD,92735.01,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,2,0.95,1
SWIFT_00000845,DE,HK,INR,77034.03,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,7,0.08,1
SWIFT_00000846,PA,SG,INR,174654.98,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,11,0.35,1
SWIFT_00000847,KY,IN,SGD,27631.46,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,6,0.54,1
SWIFT_00000848,AE,CY,EUR,219119.75,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,3,0.63,1
SWIFT_00000849,US,IN,SGD,66007.34,CORPORATE_CURRENT,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,10,0.08,1
SWIFT_00000850,CH,AE,EUR,178767.86,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,9,0.84,1
SWIFT_00000851,SG,RU,GBP,47218.29,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,8,0.61,1
SWIFT_00000852,SG,AE,USD,204482.62,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,5,0.60,1
SWIFT_00000853,GB,SG,GBP,30309.63,CORPORATE_CURRENT,TIER_2_ENHANCED,YES,CLEAR,4,0.70,1
SWIFT_00000854,KY,IN,GBP,195802.93,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,13,0.55,1
SWIFT_00000855,DE,VG,SGD,68972.86,OFFSHORE_TRUST,TIER_1_STANDARD,YES,CLEAR,11,0.51,1
SWIFT_00000856,PA,VG,INR,102280.25,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.83,1
SWIFT_00000857,GB,CY,USD,26875.34,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,9,0.60,0
SWIFT_00000858,PA,CY,GBP,56952.84,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,12,0.40,1
SWIFT_00000859,AE,CY,INR,212014.07,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.76,1
SWIFT_00000860,AE,RU,EUR,152139.94,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,14,0.34,1
SWIFT_00000861,GB,SG,EUR,130755.16,OFFSHORE_TRUST,TIER_2_ENHANCED,YES,CLEAR,7,0.65,1
SWIFT_00000862,SG,VG,SGD,54616.97,ESCROW,TIER_1_STANDARD,YES,CLEAR,1,0.67,1
SWIFT_00000863,GB,SG,INR,96583.23,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,13,0.71,0
SWIFT_00000864,US,AE,INR,71732.76,ESCROW,TIER_1_STANDARD,NO,CLEAR,11,0.37,0
SWIFT_00000865,PA,US,INR,102330.24,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,13,0.02,1
SWIFT_00000866,AE,CY,SGD,247569.79,ESCROW,TIER_1_STANDARD,NO,CLEAR,8,0.10,0
SWIFT_00000867,SG,US,GBP,62701.42,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,8,0.07,0
SWIFT_00000868,KY,SG,EUR,3285.81,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,10,0.12,1
SWIFT_00000869,SG,AE,SGD,143047.30,ESCROW,TIER_2_ENHANCED,YES,CLEAR,1,0.34,1
SWIFT_00000870,DE,AE,USD,26609.35,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,15,0.57,1
SWIFT_00000871,CH,US,INR,150848.36,ESCROW,TIER_2_ENHANCED,NO,CLEAR,11,0.65,0
SWIFT_00000872,KY,IN,GBP,19246.85,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,9,0.28,1
SWIFT_00000873,IN,CY,EUR,121497.68,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,13,0.05,1
SWIFT_00000874,CH,AE,AED,245067.85,OFFSHORE_TRUST,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,11,0.49,1
SWIFT_00000875,SG,IN,USD,194734.94,ESCROW,TIER_1_STANDARD,NO,CLEAR,3,0.78,0
SWIFT_00000876,US,SG,EUR,99841.37,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,15,0.80,0
SWIFT_00000877,AE,RU,EUR,144780.15,OFFSHORE_TRUST,TIER_1_STANDARD,YES,CLEAR,4,0.67,1
SWIFT_00000878,IN,VG,GBP,11041.15,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,3,0.08,1
SWIFT_00000879,US,CY,GBP,191691.07,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,7,0.79,1
SWIFT_00000880,US,AE,EUR,215701.57,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,9,0.88,1
SWIFT_00000881,AE,VG,USD,78671.67,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,8,0.47,0
SWIFT_00000882,US,AE,INR,52318.11,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.53,0
SWIFT_00000883,DE,GB,GBP,71466.52,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,1,0.42,1
SWIFT_00000884,SG,GB,INR,118177.91,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,13,0.93,1
SWIFT_00000885,SG,US,GBP,55346.97,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,1,0.75,0
SWIFT_00000886,IN,AE,GBP,228385.72,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.99,1
SWIFT_00000887,DE,VG,INR,171625.56,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,11,0.80,1
SWIFT_00000888,CH,AE,SGD,53766.85,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.09,0
SWIFT_00000889,CH,IN,GBP,74461.60,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,15,0.97,1
SWIFT_00000890,CH,HK,SGD,103028.37,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.01,1
SWIFT_00000891,SG,GB,USD,52559.92,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,5,0.25,1
SWIFT_00000892,PA,SG,EUR,1188.57,CORPORATE_CURRENT,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,14,0.95,1
SWIFT_00000893,CH,RU,EUR,119977.78,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,13,0.10,1
SWIFT_00000894,AE,AE,SGD,149551.24,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,8,0.90,1
SWIFT_00000895,SG,CY,INR,72635.98,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,7,0.34,0
SWIFT_00000896,SG,HK,USD,149838.03,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.97,0
SWIFT_00000897,KY,VG,GBP,197238.47,CORPORATE_CURRENT,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,12,0.91,1
SWIFT_00000898,IN,IN,AED,182815.54,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,8,0.95,1
SWIFT_00000899,IN,CY,EUR,72723.52,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,8,0.16,0
SWIFT_00000900,KY,HK,AED,171294.56,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,3,0.69,1
SWIFT_00000901,IN,IN,GBP,147451.12,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,6,0.93,1
SWIFT_00000902,US,GB,AED,220665.20,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.96,0
SWIFT_00000903,SG,SG,AED,111567.83,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,4,0.90,1
SWIFT_00000904,IN,CY,GBP,8224.19,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,CLEAR,14,0.80,1
SWIFT_00000905,PA,VG,SGD,20360.58,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.34,1
SWIFT_00000906,AE,HK,SGD,76495.27,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.72,0
SWIFT_00000907,KY,US,AED,134663.33,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,12,0.77,1
SWIFT_00000908,PA,AE,USD,69912.62,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,12,0.76,1
SWIFT_00000909,US,VG,GBP,235692.33,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,13,0.05,0
SWIFT_00000910,SG,US,INR,131621.06,ESCROW,TIER_2_ENHANCED,YES,CLEAR,5,0.15,1
SWIFT_00000911,IN,VG,INR,80785.76,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,5,0.26,1
SWIFT_00000912,CH,HK,EUR,125780.74,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.21,1
SWIFT_00000913,KY,IN,GBP,122867.40,ESCROW,TIER_2_ENHANCED,NO,CLEAR,8,0.20,1
SWIFT_00000914,AE,RU,EUR,22914.04,ESCROW,TIER_2_ENHANCED,NO,CLEAR,7,0.66,0
SWIFT_00000915,DE,SG,USD,91989.23,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,13,0.12,0
SWIFT_00000916,CH,VG,USD,3203.96,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,8,0.47,0
SWIFT_00000917,KY,CY,EUR,112521.01,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,14,0.89,1
SWIFT_00000918,IN,CY,EUR,107177.17,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,7,0.83,1
SWIFT_00000919,CH,RU,USD,126807.27,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,8,0.34,1
SWIFT_00000920,DE,CY,EUR,64293.98,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.69,0
SWIFT_00000921,KY,SG,INR,232604.59,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,1,0.58,1
SWIFT_00000922,CH,AE,AED,236093.60,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,12,0.07,1
SWIFT_00000923,SG,GB,USD,138310.96,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,1,0.87,1
SWIFT_00000924,GB,IN,USD,170096.73,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,3,0.90,0
SWIFT_00000925,KY,US,AED,176158.02,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,6,0.28,1
SWIFT_00000926,US,IN,USD,52111.03,CORPORATE_CURRENT,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,15,0.45,1
SWIFT_00000927,CH,AE,AED,40355.54,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,4,0.37,0
SWIFT_00000928,CH,SG,SGD,245550.58,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,4,0.81,0
SWIFT_00000929,CH,CY,EUR,112293.53,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,13,0.17,0
SWIFT_00000930,KY,SG,GBP,230786.59,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.84,1
SWIFT_00000931,PA,CY,USD,87270.00,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,11,0.98,1
SWIFT_00000932,PA,SG,SGD,104158.17,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,13,0.33,1
SWIFT_00000933,SG,US,GBP,62790.25,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,CLEAR,6,0.71,1
SWIFT_00000934,AE,SG,SGD,39049.81,CORPORATE_CURRENT,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,1,0.97,1
SWIFT_00000935,CH,IN,AED,209245.87,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,10,0.13,0
SWIFT_00000936,SG,AE,SGD,100735.39,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,6,0.66,0
SWIFT_00000937,DE,CY,EUR,33665.94,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,3,0.53,0
SWIFT_00000938,KY,IN,SGD,169865.98,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,6,0.28,1
SWIFT_00000939,PA,RU,GBP,155495.73,ESCROW,TIER_1_STANDARD,NO,CLEAR,6,0.30,1
SWIFT_00000940,CH,GB,INR,64337.84,ESCROW,TIER_1_STANDARD,YES,CLEAR,12,0.67,1
SWIFT_00000941,DE,VG,SGD,172072.49,OFFSHORE_TRUST,TIER_2_ENHANCED,YES,CLEAR,10,0.17,1
SWIFT_00000942,DE,VG,SGD,169283.83,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,4,0.68,0
SWIFT_00000943,IN,CY,SGD,138264.05,ESCROW,TIER_1_STANDARD,NO,CLEAR,6,0.82,0
SWIFT_00000944,CH,SG,GBP,153633.71,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,1,0.32,0
SWIFT_00000945,IN,SG,USD,32925.07,CORPORATE_CURRENT,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,8,0.63,1
SWIFT_00000946,IN,US,AED,121620.97,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.88,1
SWIFT_00000947,SG,VG,GBP,32414.20,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,4,0.51,0
SWIFT_00000948,US,CY,GBP,128005.02,CORPORATE_CURRENT,TIER_2_ENHANCED,YES,CLEAR,15,0.50,1
SWIFT_00000949,AE,AE,AED,115187.55,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,4,0.78,1
SWIFT_00000950,AE,VG,USD,231602.10,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,11,0.41,0
SWIFT_00000951,SG,VG,INR,6915.65,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,2,0.07,0
SWIFT_00000952,IN,IN,GBP,117131.03,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.03,1
SWIFT_00000953,US,GB,INR,158299.75,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.78,0
SWIFT_00000954,DE,US,INR,6622.69,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.94,0
SWIFT_00000955,IN,VG,USD,243282.64,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,15,0.95,1
SWIFT_00000956,KY,AE,AED,187288.87,ESCROW,TIER_1_STANDARD,NO,CLEAR,15,0.29,1
SWIFT_00000957,IN,AE,AED,123416.31,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,15,0.49,1
SWIFT_00000958,DE,AE,INR,46748.35,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,5,0.47,0
SWIFT_00000959,DE,US,EUR,222570.61,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.61,1
SWIFT_00000960,AE,CY,INR,185164.13,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,8,0.35,1
SWIFT_00000961,DE,RU,USD,43950.99,CORPORATE_CURRENT,TIER_2_ENHANCED,YES,CLEAR,12,0.33,1
